Hour,GroupCount,mean_ICIs
03-Oct-2024 14:00:00,79,5.39056708860759
03-Oct-2024 15:00:00,883,4.07854326160815
03-Oct-2024 16:00:00,478,7.48275690376569
03-Oct-2024 17:00:00,180,19.6874777777778
03-Oct-2024 18:00:00,94,30.7985329787234
03-Oct-2024 20:00:00,44,160.255784090909
03-Oct-2024 21:00:00,11,334.534263636364
03-Oct-2024 23:00:00,5,1002.65772
04-Oct-2024 02:00:00,5,2331.38328
