Classification,Occurrences,perc_callcat_tag3,perc_callcat_all_tag3
28,51,0.451327433628319,0.00858585858585859
10,23,0.20353982300885,0.00387205387205387
48,7,0.0619469026548673,0.00117845117845118
16,4,0.0353982300884956,0.000673400673400673
39,4,0.0353982300884956,0.000673400673400673
