Hour,GroupCount,mean_ICIs
21-Feb-2023 14:00:00,135,14.7071266666667
21-Feb-2023 15:00:00,212,17.0041768867925
21-Feb-2023 16:00:00,153,22.418168627451
21-Feb-2023 17:00:00,107,34.9658635514019
21-Feb-2023 18:00:00,27,88.5192037037037
21-Feb-2023 19:00:00,17,257.137288235294
